avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
284,,,0.502959541,2,,low,0.703332778,Employed,6
184,sales,,,4,,medium,0.659688601,Employed,3
144,sales,,,2,,medium,0.420300287,Left,3
250,sales,,0.857121517,6,,low,0.694385326,Employed,2
174,sales,1,,5,,medium,0.558467482,Employed,3
256,IT,,0.848884389,3,,medium,0.748974912,Employed,2
222,support,1,0.958758511,4,,medium,0.500898167,Employed,3
163,sales,1,0.769953826,3,,low,0.448851017,Employed,2
258,sales,,0.786304446,5,,medium,0.844998481,Employed,2
182,engineering,1,0.509241943,5,,medium,0.83156304,Employed,2
293,sales,,0.808091035,6,,low,0.094254,Left,5
112,marketing,,0.575933497,2,,medium,0.446114441,Employed,3
205,engineering,,0.532296438,3,,medium,0.569198214,Employed,3
261,finance,,0.831400686,3,1,low,0.551051714,Employed,8
247,management,,0.74522766,4,,high,0.645716812,Employed,10
176,IT,,0.900446236,3,,medium,0.806662546,Employed,2
266,support,,,5,,low,0.604825349,Employed,3
241,IT,,0.576408693,4,,low,0.875897923,Employed,2
149,sales,,0.658168205,3,,low,0.957336509,Employed,3
268,engineering,,0.91706503,6,,medium,0.071547683,Left,4
272,sales,,0.916576258,4,,low,0.816860861,Employed,2
271,sales,,0.797661523,4,,low,0.858864548,Employed,4
257,sales,,0.947503637,4,,medium,0.586812359,Employed,3
256,finance,,0.773764546,4,,high,0.635207596,Employed,3
149,sales,,0.889353432,2,,medium,0.133427963,Employed,5
137,sales,1,0.75582637,2,,low,0.71789969,Employed,3
128,finance,,0.444014734,2,,low,0.392111845,Left,3
266,support,,0.941506681,5,,low,0.59516403,Employed,3
235,management,,0.886207025,4,,low,0.943909607,Left,6
241,product,,0.540840144,3,,low,0.958888086,Employed,3
272,sales,1,0.645427851,3,,low,0.916407103,Employed,2
185,information_technology,,0.900077954,4,,medium,0.838731628,Employed,2
126,temp,,,2,,low,,Left,
264,sales,,0.557027481,4,,medium,0.72366603,Employed,3
261,support,,0.898187532,4,,medium,0.802813989,Employed,2
182,IT,,0.480369666,3,,low,0.417014751,Employed,2
111,sales,,0.799893777,5,,medium,0.36734811,Employed,4
101,IT,,0.880832321,3,,low,0.757786462,Employed,5
147,engineering,,,3,,medium,0.682353545,Employed,3
247,engineering,,,2,,medium,0.697426902,Employed,3
284,finance,,0.829722152,7,,low,0.069535371,Left,4
236,finance,1,0.534882264,3,,medium,0.817384132,Employed,3
259,sales,1,0.83518288,4,,medium,0.43795038,Employed,7
248,sales,,0.931487193,4,,low,0.98842867,Employed,2
145,procurement,,0.966401552,3,,low,0.771063107,Employed,2
242,IT,,0.836195958,3,,low,0.584837784,Employed,2
253,engineering,,1,4,,low,0.848655659,Left,5
207,support,,0.817169017,3,,low,0.949747933,Employed,2
142,IT,1,,5,,high,0.894110057,Employed,2
221,procurement,,0.593815526,4,,low,0.896397553,Employed,2
249,support,,0.657026925,5,,high,0.21564443,Employed,5
205,,,0.951967538,4,,medium,0.573656924,Employed,4
201,finance,,0.752366226,5,,low,0.716079174,Employed,3
180,engineering,,0.58982496,3,,medium,0.504186489,Left,4
273,management,,0.850541609,4,,low,0.811183336,Left,5
245,support,,0.831428685,6,,low,0.139435893,Left,4
150,engineering,1,0.531989496,3,,low,0.784753516,Employed,3
134,sales,,0.803563148,4,1,low,0.792985056,Employed,3
303,sales,,0.817033204,6,,medium,0.084222538,Left,4
262,IT,,0.430758848,5,,medium,0.755893229,Employed,7
97,support,,0.644725804,4,,low,0.292608779,Employed,2
199,sales,,0.807637873,2,,low,0.931990373,Employed,3
158,support,,0.547158589,2,,low,0.358773399,Left,3
128,finance,,0.533222511,2,,high,0.477001543,Left,3
299,support,,0.817659664,6,,medium,0.126619227,Left,4
197,support,,0.58537258,3,,high,0.593137452,Employed,3
171,support,,0.334554009,2,,low,0.701622544,Employed,4
269,engineering,,0.89510135,5,,low,0.886346359,Left,5
159,sales,,0.53486002,2,,low,0.447860042,Left,3
167,support,,0.903472586,4,,low,0.97481298,Employed,4
269,finance,,0.925054511,6,,medium,0.072856964,Left,4
216,sales,,0.578416612,4,,high,0.992108788,Employed,3
232,,,,3,,low,0.774857479,Employed,3
240,sales,,0.794537904,3,,medium,0.975659163,Employed,7
262,finance,,0.95794828,4,,medium,0.902868992,Left,6
145,product,,0.591563435,2,,low,0.377051204,Employed,2
183,engineering,,0.557763318,4,,low,0.935945428,Employed,3
250,information_technology,1,0.532340044,5,,medium,0.132078441,Employed,5
217,sales,,0.987870118,3,,low,0.839112028,Employed,3
250,marketing,,0.911515751,3,,medium,0.825541019,Employed,2
155,sales,1,0.600149113,3,,medium,0.946419157,Employed,2
143,engineering,,,2,,low,0.381818279,Left,3
240,marketing,1,0.834289644,5,,medium,0.758062415,Left,6
246,sales,,0.99643212,5,,low,0.87561525,Left,5
190,sales,,,2,,low,0.677143948,Employed,3
138,IT,,0.734294425,3,,medium,0.977195677,Employed,2
237,support,,0.408107158,6,,medium,0.488235761,Employed,6
240,marketing,,,4,,low,0.536458488,Employed,2
135,IT,,0.966087461,2,,medium,0.707733036,Employed,4
157,management,1,0.945922195,5,,medium,0.570019728,Employed,7
307,IT,,0.867068442,7,,medium,0.076866707,Left,4
159,sales,,0.488211454,2,,low,0.483637346,Left,3
176,support,,0.862188049,3,,low,0.638124982,Employed,3
271,sales,1,0.448815478,4,,high,0.576564538,Employed,6
226,management,,0.875135627,5,,high,0.517020388,Employed,2
213,engineering,,0.616919088,4,,high,0.810617524,Employed,4
251,support,,0.784065054,6,,low,0.13746167,Left,4
135,sales,1,0.946714967,5,,low,0.975775208,Employed,3
158,engineering,,0.561741328,4,,medium,0.559079974,Employed,2
247,sales,,0.630420759,3,,medium,0.891805412,Employed,2
161,support,,0.416054463,4,,low,0.417159829,Employed,2
118,IT,,0.6081894,6,,low,0.654525932,Employed,2
136,support,,,2,,low,0.386425502,Left,3
255,engineering,1,0.889249084,5,,low,0.762451133,Employed,4
157,engineering,,0.751125209,3,,medium,0.847830245,Employed,3
263,IT,,0.886997925,5,,low,0.137920042,Left,4
244,sales,,0.982590272,3,,medium,0.820194975,Employed,5
185,support,,0.452547716,4,,low,0.327890361,Employed,2
159,sales,,0.911384779,3,,low,0.883838983,Employed,3
192,support,,0.577112766,2,,low,0.705740448,Employed,6
255,engineering,,0.986098896,6,,low,0.166139184,Left,4
221,support,,1,5,,low,0.94110435,Left,5
265,sales,1,0.963200398,3,,low,0.644276201,Employed,3
238,IT,,0.864173421,5,,low,0.876917938,Left,5
142,support,,0.869936486,5,,medium,0.24308603,Employed,4
165,sales,,0.528039988,4,,high,0.695924587,Employed,4
247,sales,,0.820683111,4,,high,0.99712219,Employed,3
264,engineering,,0.85747631,5,,medium,0.880882927,Employed,3
155,support,,0.514979988,2,,low,0.397014587,Left,3
168,support,,0.738625655,4,,medium,0.899833549,Employed,4
282,support,1,0.548553791,4,,low,0.220892245,Employed,4
261,engineering,1,0.522984465,5,,medium,0.630206339,Employed,3
76,temp,,,2,,low,,Employed,
227,IT,1,0.501058471,4,,medium,0.959479607,Employed,3
240,sales,,,5,,low,0.999879768,Employed,3
269,IT,,,4,,medium,0.46537847,Employed,3
271,engineering,,0.946384431,5,,low,0.934184032,Left,5
243,engineering,,0.724270168,5,,medium,0.59078486,Employed,3
162,sales,,0.810082829,3,,low,0.583440178,Employed,2
270,marketing,,0.54216912,4,,medium,0.914532808,Employed,2
261,marketing,1,0.612741721,4,,low,0.745088831,Employed,3
213,marketing,,0.788779141,4,,low,0.666106633,Employed,4
171,marketing,1,0.858009184,4,,medium,0.507460184,Employed,3
188,engineering,,0.961960526,3,,high,0.593545823,Employed,3
264,product,,0.972329867,4,,medium,0.896531954,Left,6
144,support,,0.947148338,4,,low,0.958582839,Employed,4
184,management,,0.700965046,4,,high,0.684733929,Employed,3
159,procurement,,0.552436925,2,,low,0.46724636,Left,3
238,engineering,,0.928125591,5,,low,0.767641735,Left,6
148,support,,0.613354704,6,,low,0.544839685,Employed,4
176,IT,,0.899554512,3,,medium,0.765378115,Employed,2
135,sales,1,0.609388363,4,,medium,0.609776439,Employed,2
153,finance,,0.510411763,2,,medium,0.423452449,Left,3
283,product,,0.528410331,4,,low,0.368726788,Employed,4
161,sales,,0.777955668,3,,low,0.850793601,Employed,3
132,IT,,0.571914544,2,,medium,0.327112038,Left,3
301,marketing,,0.9813435,7,,low,0.074984869,Left,4
241,IT,,0.744638326,5,,low,0.499079455,Employed,3
233,management,,0.714018134,4,,medium,0.284329007,Employed,2
220,product,,0.983498006,4,,low,0.756658824,Left,5
169,IT,,,5,,low,0.669443503,Employed,3
244,engineering,,0.867342771,6,,medium,0.129052752,Left,4
265,support,,0.395982043,4,,high,0.784490827,Employed,6
245,sales,1,0.594039868,5,,low,0.655222701,Employed,2
144,sales,,0.750529637,3,,medium,0.976236718,Employed,3
249,support,1,0.893547727,4,,medium,0.1487995,Employed,6
253,engineering,,0.465383464,6,,high,0.470719883,Employed,4
246,engineering,,0.844654161,4,,medium,0.617816424,Employed,3
241,sales,,0.64887399,5,,low,0.527147825,Employed,3
177,sales,,0.84141744,3,,medium,0.876154733,Employed,2
209,management,,0.933145792,3,,high,0.643156478,Employed,2
205,support,,0.736313458,3,,low,0.630235,Employed,3
216,sales,,0.815925046,3,,medium,0.788569377,Employed,3
218,marketing,1,0.666362671,4,,low,0.93161534,Employed,4
198,sales,,0.906984747,3,,medium,0.955994121,Employed,3
160,support,,0.587316665,2,,low,0.428188348,Left,3
192,support,,0.382272507,3,,low,0.50932326,Employed,2
247,sales,,0.633130559,3,,medium,0.845245151,Employed,2
271,sales,,0.987591947,6,,low,0.135683561,Left,4
132,sales,,0.423079385,2,,low,0.427965504,Left,3
133,engineering,,0.709682283,5,,medium,0.5942387,Employed,10
177,support,,0.662750035,5,,medium,0.875067687,Employed,4
229,management,,0.765723617,3,1,high,0.829157348,Employed,7
207,support,,0.826693583,3,,low,0.963943697,Employed,2
155,support,,0.525085257,2,,low,0.353879225,Left,3
143,engineering,,0.470969073,2,,low,0.466806216,Left,3
258,sales,,,2,,low,0.940888966,Employed,2
211,sales,1,0.532054965,3,,low,0.819417029,Employed,4
160,engineering,,0.767653613,4,,medium,0.132115162,Employed,5
96,sales,,0.59283683,4,,low,0.534602688,Employed,3
281,finance,1,0.696830288,5,,medium,0.194354609,Employed,4
154,marketing,,0.563679524,2,,low,0.4867963,Left,3
164,procurement,,0.64340328,3,,medium,0.778829556,Employed,4
272,finance,,0.904273128,6,,low,0.112340526,Left,4
264,management,,0.634161022,3,,high,0.818671787,Employed,4
182,sales,,0.673911692,3,,medium,0.624353938,Employed,3
246,sales,,0.887786607,4,,low,0.960927734,Left,5
277,product,,0.930485575,6,,medium,0.174841512,Left,4
274,engineering,1,,4,,low,0.669185963,Employed,2
262,sales,,0.843350629,5,,medium,0.783404326,Left,6
133,admin,,0.611780944,5,,medium,0.956013247,Employed,2
137,engineering,,0.588919534,3,,low,0.73712616,Employed,3
250,support,,,3,,medium,0.69754137,Employed,2
207,sales,,0.987321298,4,,medium,0.88647335,Employed,3
170,admin,,0.837138024,3,,low,0.507082107,Employed,3
217,procurement,1,0.881620971,6,1,medium,0.667313804,Employed,4
200,sales,,0.64276642,3,,low,0.55341869,Employed,3
119,sales,,0.42200951,2,,medium,0.175910244,Employed,3
257,sales,1,0.800380512,2,,low,0.634343598,Employed,2
252,IT,,0.691730354,3,,low,0.987547235,Employed,2
156,engineering,,0.53603086,2,,high,0.446477553,Left,3
137,engineering,,,2,,low,0.418875419,Left,3
131,engineering,,,2,,low,0.462385752,Left,3
154,,,0.523725044,2,,medium,0.360563946,Left,3
296,admin,,0.958951901,7,,low,0.166428705,Left,4
270,support,1,0.822992224,5,,medium,0.777664354,Left,5
192,,,0.708206189,6,,medium,0.594318431,Employed,6
162,support,,0.47612915,4,,medium,0.926918553,Employed,2
267,sales,,0.812482017,5,,medium,0.813159679,Left,5
247,sales,,0.749683458,6,,low,0.13048989,Left,4
147,sales,,0.541719912,2,,low,0.489437331,Left,3
195,support,,0.849658158,2,,medium,0.811419642,Employed,4
202,product,,0.753323842,3,,medium,0.857511564,Employed,3
283,engineering,1,0.954020315,3,,low,0.640685227,Employed,2
265,support,,0.591324395,4,,medium,0.553020531,Employed,2
256,finance,,0.528571105,4,,low,0.537458955,Employed,3
166,support,,0.832865688,3,,medium,0.927177626,Employed,3
137,support,,0.756869575,3,,low,0.899502814,Employed,2
140,support,,0.757946184,4,,low,0.577462692,Employed,3
157,finance,,0.483350989,2,,low,0.362351978,Left,3
186,marketing,1,0.56817451,4,,low,0.759816415,Employed,10
149,sales,,0.939521461,4,1,medium,0.887532831,Employed,3
243,marketing,,0.980297952,5,,low,0.935404864,Left,6
308,,,0.925629983,7,,medium,0.09514644,Left,5
256,support,,0.804919603,6,,medium,0.078567944,Left,5
198,IT,,0.547052592,4,,low,0.671637617,Employed,3
131,sales,,0.520728433,2,,low,0.413425374,Left,3
162,information_technology,,0.719591912,3,,high,0.756061528,Employed,8
151,sales,,0.715167614,4,,medium,0.987267967,Employed,4
270,admin,,,3,,low,0.533385114,Employed,3
130,sales,,0.466683734,4,,high,0.543848906,Employed,10
153,support,,0.721215472,2,,medium,0.597820351,Employed,2
221,sales,,0.557202794,3,,medium,0.617723035,Employed,2
234,engineering,,1,5,,medium,0.825171716,Left,5
276,marketing,,0.643705482,4,,high,0.228810847,Employed,6
157,information_technology,,0.54768325,5,,medium,0.699065946,Employed,2
255,support,,0.894923874,7,,medium,0.175250047,Left,4
191,sales,,0.783064148,3,,medium,0.969069998,Employed,2
279,admin,,0.865087782,7,,medium,0.062977584,Left,4
158,sales,,0.635456405,4,,low,0.765850089,Employed,3
242,IT,,0.837797927,4,,low,0.829303165,Employed,2
129,engineering,,0.513554234,2,,medium,0.477988821,Left,3
238,engineering,,0.690822789,3,,low,0.740279518,Employed,2
249,sales,,0.547623587,4,,medium,0.583274806,Employed,2
238,engineering,,0.849635341,5,,high,0.803645658,Left,5
251,sales,1,1,5,,low,0.52145065,Employed,2
246,sales,,0.440998059,4,,low,0.854976401,Employed,3
224,engineering,,0.933153613,4,,medium,0.564714315,Employed,4
276,finance,,0.781090608,7,,low,0.066276337,Left,4
168,product,,0.554135265,4,,medium,0.505365209,Employed,3
253,marketing,,0.83394962,6,,medium,0.145413638,Left,4
210,sales,,,4,,medium,0.470197524,Employed,2
198,sales,,0.546641763,3,,medium,1,Employed,3
117,sales,,0.996114027,6,,medium,0.161658158,Employed,7
52,temp,,,2,,low,,Employed,
212,engineering,,0.798318933,3,,low,0.529552056,Employed,2
235,engineering,,0.87964203,4,,low,0.943269973,Left,5
309,engineering,,0.784839802,6,,low,0.078523305,Left,4
156,sales,,0.749772382,5,,medium,0.972151226,Employed,3
137,engineering,,0.528544732,2,,low,0.331801529,Left,3
173,sales,,0.43041022,6,,medium,0.248103797,Employed,7
273,,1,,3,,low,0.748656145,Employed,3
126,admin,1,0.543520069,5,,medium,0.143821423,Employed,3
140,sales,,0.45007571,2,,low,0.355017659,Left,3
146,marketing,,0.519571498,2,,low,0.42642514,Left,3
197,sales,,0.748188938,4,,low,0.620389442,Employed,5
125,support,,0.561913454,3,,medium,0.736970368,Employed,6
251,sales,,1,5,,low,0.951306212,Left,6
136,IT,,0.961403062,2,,low,0.706921675,Employed,3
257,support,,0.8549911,6,,medium,0.137589096,Left,4
285,engineering,,0.832784903,2,,low,0.454846276,Employed,5
151,,1,0.511597613,2,,low,0.430462697,Left,3
104,sales,1,0.585165906,4,,medium,0.270288277,Employed,7
216,marketing,,1,3,,low,0.766568615,Employed,3
124,temp,,,3,,low,,Left,
285,IT,,0.466720624,2,,medium,0.414374917,Employed,5
66,temp,,,1,,medium,,Employed,
263,,,0.864398827,5,,low,0.090634696,Left,4
150,management,,0.613719239,4,,medium,0.190972604,Employed,6
208,finance,,0.592708935,4,,medium,0.89272475,Employed,3
162,sales,1,0.783720169,5,,medium,0.149949525,Employed,4
255,management,1,0.690313454,3,,low,0.848738131,Employed,4
250,finance,,0.593811929,4,,medium,0.551724545,Employed,2
162,sales,1,0.955824114,3,,medium,0.534119956,Employed,3
242,support,,0.533715432,4,,medium,1,Employed,2
258,support,,0.866487782,3,,low,0.575868946,Employed,4
269,support,,0.465408727,4,,medium,0.991468471,Employed,4
179,sales,,0.481871086,4,,medium,0.529619821,Employed,3
160,sales,,0.866497758,3,,medium,1,Employed,4
163,sales,,0.624465706,4,,low,0.962422725,Employed,3
239,product,,0.960950432,5,,low,0.796385338,Left,5
136,sales,,0.604608779,6,,high,0.309017635,Employed,3
201,support,,0.840877454,4,,low,0.682374255,Employed,10
248,IT,,0.873298977,2,,high,0.471193265,Employed,4
164,sales,,0.859590819,4,,medium,0.858252586,Employed,4
192,finance,,0.97284242,4,,low,0.2531867,Left,4
151,finance,,,3,,low,0.837409802,Employed,3
177,support,,0.699266825,5,,medium,0.940395963,Employed,4
144,marketing,,0.462468531,2,,medium,0.463161488,Left,3
170,support,,0.453595614,4,,low,0.281550784,Employed,2
240,finance,,0.714595845,4,,low,1,Employed,4
245,support,,0.944478136,5,,medium,0.920770989,Left,5
168,,,0.903169599,2,,low,0.658787807,Employed,4
189,sales,,0.7878813,4,,medium,0.570309528,Employed,3
259,engineering,,0.583767284,4,,low,0.965307405,Employed,4
149,product,,0.577418575,4,,low,0.780034594,Employed,3
164,procurement,,0.78673225,5,,medium,0.932523432,Employed,2
255,information_technology,,,3,,medium,0.614875474,Employed,2
272,engineering,,0.804360918,5,,medium,0.84538253,Left,6
140,sales,,0.470909017,2,,low,0.375036597,Left,3
290,management,,0.755190522,7,,low,0.080866955,Left,4
264,product,1,,4,,low,0.445556374,Employed,2
223,finance,1,0.86816259,5,,medium,0.63978994,Employed,3
238,product,,0.767548896,3,,low,0.459554554,Employed,4
233,support,1,0.773723937,4,,low,0.851412885,Left,4
138,sales,1,0.569801727,6,,medium,0.714521972,Employed,4
272,support,,0.774073311,4,,low,0.580472798,Employed,3
209,sales,,0.906590396,5,,low,0.927516083,Employed,4
139,IT,,0.720406192,4,,low,0.757475472,Employed,3
141,support,,0.692215595,3,,low,0.669491111,Employed,4
144,sales,,0.848817009,4,,medium,0.277096708,Employed,4
127,information_technology,,0.559907375,2,,medium,0.440032995,Left,3
220,sales,,0.585868904,3,1,low,0.899968942,Employed,7
176,sales,,,4,,medium,0.529099993,Employed,3
133,engineering,,0.885570922,7,,low,0.293976843,Left,5
122,sales,,0.376233969,2,,low,0.715033673,Employed,5
158,marketing,,0.829799834,3,,medium,0.900619833,Employed,7
142,sales,1,0.676107888,4,,low,0.575782999,Employed,4
151,finance,1,0.691591817,2,,low,0.471713828,Employed,3
138,finance,,0.555877541,2,,medium,0.454642596,Left,3
255,engineering,,0.576615651,3,,high,0.857631319,Left,5
201,support,1,0.852027071,4,,low,0.86261096,Employed,2
147,product,1,0.677560332,4,,high,0.838758711,Employed,2
181,finance,,0.78152674,3,,low,0.584746687,Employed,3
161,management,,0.533407326,4,,high,0.499096872,Employed,7
223,sales,,0.592473126,6,,medium,0.631859068,Employed,6
203,support,1,0.55788808,4,,high,0.756670637,Employed,3
121,sales,,0.741283528,3,,low,0.340493827,Employed,2
227,sales,,0.563357021,4,1,high,0.813194104,Employed,2
217,support,1,0.511462492,4,,low,0.909123352,Employed,6
132,engineering,,,2,,low,0.315318242,Left,3
162,sales,,0.654068334,3,,medium,0.47751487,Employed,2
183,IT,,0.518724187,4,,medium,0.943632728,Employed,3
243,engineering,,0.76153447,3,,medium,0.621144914,Employed,3
189,sales,1,0.563320459,3,,medium,1,Employed,4
191,engineering,,0.903538427,3,,low,0.651357005,Employed,4
128,management,,0.516942278,2,,low,0.397546177,Left,3
161,IT,,0.724802242,6,,medium,0.873565586,Left,4
134,marketing,,0.488221462,2,,medium,0.359319705,Left,3
206,,,0.852079033,3,,medium,0.509153016,Employed,4
205,engineering,,0.610924904,4,,low,0.91768183,Employed,3
285,IT,,0.797766695,7,,medium,0.125958827,Left,4
136,support,,0.598740683,2,,low,0.429902659,Left,3
273,,1,0.675038301,5,,low,0.819891172,Employed,3
141,sales,,0.690396103,4,,low,0.305118628,Left,2
233,,,0.937010362,5,,medium,0.922457029,Left,5
149,product,,0.515148835,2,,high,0.421070309,Left,3
264,finance,,0.964219908,7,,medium,0.117403372,Left,4
167,sales,,0.376109503,3,,low,0.221223614,Employed,5
198,engineering,,0.447544621,3,,medium,0.656448643,Employed,4
155,engineering,,0.559969159,2,,low,0.493092639,Left,3
136,engineering,,0.488114309,2,,low,0.393449358,Left,3
254,sales,,0.602001359,3,,low,0.727168738,Employed,2
120,marketing,,0.778034079,5,,low,0.959164764,Employed,3
267,engineering,,0.957441766,3,,low,0.626286881,Employed,3
127,engineering,,0.433734941,2,,low,0.3700272,Left,3
180,engineering,,0.766988934,3,,medium,0.540211042,Employed,2
216,sales,,0.453025017,4,,low,0.865966097,Employed,2
155,,,0.643487598,4,,high,0.811090424,Employed,4
154,product,,0.690273575,6,,medium,0.2023352,Employed,5
211,management,,0.731164863,3,,high,0.720257439,Employed,3
157,support,,0.415876083,2,,medium,0.419621833,Left,3
129,sales,,0.573462758,2,,low,0.448773577,Left,3
131,marketing,,0.450271453,5,,medium,0.296025502,Employed,3
109,finance,,0.534173241,3,,medium,0.385065651,Employed,3
272,management,,0.736515914,3,,high,0.57482246,Employed,8
184,,,0.625575731,5,,low,0.578367745,Employed,3
169,support,,0.85898273,4,,low,0.682357989,Employed,4
152,sales,,0.500076804,2,,medium,0.373491528,Left,3
112,engineering,,0.927922769,4,,medium,0.518048372,Employed,2
194,IT,,,4,,medium,0.738342049,Employed,2
249,engineering,,0.504500517,4,,low,0.154857431,Employed,4
204,engineering,,,4,,low,0.524765998,Employed,2
270,sales,,0.909934047,7,,medium,0.05170126,Left,4
268,IT,,0.861394671,6,,medium,0.150082836,Left,4
172,admin,,0.532767616,3,,medium,0.81025444,Employed,4
221,engineering,,0.841085257,6,,medium,0.195796415,Employed,5
135,,,0.870290313,5,,high,1,Employed,3
196,sales,,0.841472204,4,,low,0.799908044,Employed,3
98,support,,0.976213302,5,,medium,0.619492257,Employed,2
178,support,,0.524351703,4,,medium,0.738361118,Employed,3
127,product,,0.487479697,3,,high,0.320081558,Employed,4
227,engineering,,0.607155784,3,,medium,0.634343193,Employed,3
180,product,,0.997238266,2,,low,0.64513492,Employed,2
174,sales,,0.767385104,3,,medium,0.527423443,Employed,3
229,sales,1,0.938411787,3,,medium,0.835452474,Employed,3
237,product,,0.835774429,5,,low,0.754157143,Employed,4
150,finance,,,3,,medium,0.890306268,Employed,2
280,sales,,0.736120804,6,,medium,0.131127909,Left,4
165,sales,,0.682770617,3,,medium,0.40513917,Employed,3
155,IT,,,2,,low,0.509006688,Left,3
103,sales,,0.369132648,2,,low,0.939230273,Employed,3
149,sales,1,0.544527531,2,,low,0.830341243,Employed,2
211,IT,1,0.87906502,5,,medium,0.647455573,Employed,2
156,sales,,0.554016128,2,,medium,0.444592211,Left,3
242,support,,0.985077428,5,,medium,0.286152129,Employed,4
251,sales,,0.463413506,5,,medium,0.588015029,Employed,3
232,sales,1,0.672290336,3,,medium,0.86513244,Employed,3
254,sales,,,2,,low,0.541370782,Employed,2
149,marketing,1,0.71538977,3,,medium,0.606095516,Employed,3
266,support,,0.911874208,5,,medium,0.730274458,Left,5
147,sales,,0.722386525,3,,low,0.6382147,Employed,2
255,engineering,,0.499453072,3,,high,0.784863589,Left,5
206,IT,,0.659721356,3,,low,0.739810607,Employed,2
157,sales,,0.488373992,2,,low,0.395208593,Left,3
151,sales,,0.681962962,4,,medium,0.995334438,Employed,4
271,management,1,0.765364213,2,,medium,0.546902311,Employed,8
212,sales,,0.723284317,3,,medium,0.185154288,Employed,3
177,management,,0.944309422,5,,medium,0.472760384,Employed,4
195,management,,0.904911873,5,,high,0.735679506,Employed,6
134,sales,,0.497049622,3,,medium,0.785906041,Employed,3
264,finance,,0.524490277,3,,medium,0.558006155,Employed,2
156,sales,,0.544335105,2,,low,0.382607171,Left,3
167,finance,,0.35861978,3,,medium,0.317557932,Employed,3
135,sales,,0.486769713,2,,medium,0.432187918,Left,3
213,support,,0.924634599,3,,high,0.27028408,Employed,3
204,engineering,,0.742458127,3,,high,0.4933724,Employed,2
236,product,,0.896563471,5,,low,0.765250904,Left,6
258,support,,0.661321725,4,,high,0.652237634,Employed,2
160,finance,,,3,,medium,0.395201888,Employed,3
156,product,,0.698863951,4,,low,0.840213078,Employed,3
243,finance,,0.53676758,4,,medium,0.876412418,Employed,4
184,support,,0.843585795,4,,medium,0.717206246,Employed,4
171,sales,,0.962638064,4,,medium,0.47834207,Employed,2
203,sales,,0.803699661,4,,medium,0.710268494,Employed,2
238,engineering,,0.509236751,5,,medium,0.977285566,Employed,3
217,sales,,1,3,,medium,0.506649767,Employed,3
279,sales,,0.832245698,6,,low,0.050336849,Left,4
150,sales,,0.816656042,3,,medium,0.793481378,Employed,4
101,IT,,0.860071294,2,,low,0.621705512,Employed,6
159,sales,,0.541373801,2,,low,0.38079036,Left,3
201,management,,0.694801068,3,,high,0.79508492,Employed,10
186,product,,0.88934795,5,,low,0.772796025,Employed,4
134,engineering,,0.478288742,5,,low,0.977197984,Employed,6
151,finance,,0.472943994,2,,medium,0.494669776,Left,3
154,sales,1,0.588743259,6,,medium,0.15024746,Employed,10
173,sales,1,1,4,,low,0.755001027,Employed,3
259,sales,1,,4,1,medium,0.569227521,Employed,2
206,support,1,0.773154501,4,,low,0.582749267,Employed,2
270,engineering,,0.965728776,5,,medium,0.78872021,Left,5
193,engineering,,,3,,medium,0.80069361,Employed,3
156,sales,,,2,,high,0.455691026,Left,3
162,engineering,,0.96774415,5,,low,0.754686882,Left,4
211,marketing,1,0.80351677,5,,low,0.64072373,Employed,3
242,management,,0.840423906,4,,medium,0.565675012,Employed,2
163,sales,,0.520878307,4,,high,0.743650949,Employed,3
258,engineering,,0.647711387,3,,medium,0.750799182,Employed,2
160,sales,,0.492098953,2,,low,0.363487371,Left,3
268,,,0.803164462,5,,high,0.583844261,Employed,3
182,marketing,,,3,,high,1,Employed,3
196,,,0.74130994,3,,medium,1,Employed,3
272,management,,0.74982328,3,,high,0.571097327,Employed,8
274,engineering,,0.942777306,4,,low,0.902454274,Employed,4
260,IT,,0.609869517,3,,low,0.680750196,Employed,3
118,sales,,0.437219009,2,,medium,0.168041841,Employed,4
157,engineering,,0.777197565,4,,low,0.831849998,Employed,4
181,engineering,,0.677844969,3,,low,0.621552959,Employed,2
126,temp,,,2,,low,,Left,
174,support,,,5,,medium,0.736918815,Employed,3
182,sales,,0.627492287,5,,medium,0.955332926,Employed,5
195,sales,,0.654514409,4,,low,0.8243298,Employed,3
159,engineering,1,,2,,low,0.468977416,Left,3
265,information_technology,,0.729177564,5,,low,0.795997868,Employed,3
268,procurement,,0.762147654,5,,medium,0.54654771,Employed,3
308,IT,,0.839001136,6,,low,0.081323848,Left,4
269,engineering,,0.850593048,5,,low,0.867819362,Left,5
202,support,,0.561433001,5,,high,0.890497971,Employed,3
207,information_technology,1,0.979913356,5,,low,0.672818964,Employed,4
167,sales,,0.948362194,5,,medium,1,Employed,3
242,engineering,1,0.747589151,3,,medium,0.748404903,Employed,5
267,support,1,0.452078714,2,,low,0.13408313,Employed,6
138,sales,,0.551875968,5,,low,0.721120583,Employed,2
206,marketing,,,3,,medium,1,Employed,2
145,sales,,0.953589991,5,,low,0.667683221,Employed,2
212,product,,,4,,medium,0.89945713,Employed,2
271,product,,,3,,medium,0.822218666,Employed,2
161,support,,0.644726743,5,,medium,0.701918684,Employed,3
252,IT,,0.816068369,5,,medium,0.611374646,Left,2
